#{"t_start": 1784708786.6030405, "env_id": "LunarLander-v3"}
r,l,t
-58.068546,131,192.377145
67.284553,1000,203.952914
-2.46052,169,207.469547
62.541912,1000,213.019918
3.406284,161,213.466793
14.318133,152,213.87188
-44.872805,144,214.27853
8.347081,177,214.871913
31.497671,125,215.253986
22.46799,157,215.712357
-17.526207,183,218.595128
-33.056926,156,219.0163
99.673327,1000,224.91692
-5.138464,1000,230.328051
30.17159,167,230.895115
-79.77294,296,231.740868
-3.932175,1000,249.956831
29.704635,190,250.460574
142.869724,1000,256.235923
-22.239187,213,256.843708
1.369654,138,259.888302
-12.758087,180,260.458197
61.702232,1000,266.180919
19.457488,165,267.089655
29.683898,1000,278.5869
-169.669758,363,280.391812
76.471644,1000,291.621885
98.639692,1000,302.768215
46.166631,219,303.88466
116.063175,1000,315.063656
34.292063,325,323.080521
76.746969,1000,334.33552
79.205243,1000,345.430095
139.830393,1000,356.581996
76.536249,1000,367.685127
90.282168,1000,378.81224
123.003704,1000,390.23167
102.668408,1000,401.456868
155.98094,1000,412.691897
112.674273,1000,423.861605
130.724602,1000,435.035455
-5.968068,220,436.112073
88.092134,1000,447.303584
143.219207,1000,458.620824
1.174376,261,459.912997
35.563978,283,461.336765
137.144389,1000,472.569232
-51.521847,327,480.377166
143.414047,1000,485.393557
140.841045,1000,496.55937
131.848304,1000,529.78495
163.779554,1000,541.112492
125.080797,1000,552.296456
106.037085,1000,563.483111
41.480688,264,570.96658
99.680814,1000,582.137412
149.937781,1000,593.539093
136.386513,1000,604.686069
-5.651588,325,606.244246
146.210825,1000,617.359328
134.889861,1000,628.561476
154.513701,1000,639.712412
214.864218,481,642.15782
110.091114,1000,653.358397
152.723972,1000,664.694803
31.870933,363,672.623461
145.911535,1000,683.746215
-5.152067,294,685.203067
109.513828,1000,696.383927
165.809614,1000,707.483096
141.323092,1000,718.785193
121.859021,1000,730.878262
144.407191,1000,742.078272
-8.955196,302,743.593261
118.613748,1000,754.735267
147.224995,1000,765.785218
155.53003,1000,776.949665
148.902938,1000,788.31035
130.169287,1000,799.42875
138.540053,1000,827.131358
101.443899,1000,838.290974
100.396368,1000,849.571933
107.998777,1000,860.635834
111.239122,1000,871.733418
189.744049,1000,882.782585
122.496888,1000,893.856037
158.895786,1000,904.904676
180.103225,1000,916.180463
147.614885,1000,927.312422
41.401951,224,928.457401
144.311053,1000,939.571119
62.383277,246,940.773795
141.950221,1000,951.948499
120.863857,1000,963.081805
138.237736,1000,974.340381
16.004728,269,975.688527
170.482082,1000,986.789266
166.623235,1000,997.912565
147.296488,1000,1008.924462
134.41279,1000,1020.14584
104.493708,1000,1031.230184
159.280026,1000,1042.559055
180.520636,1000,1053.686518
171.883725,1000,1064.718351
144.371553,1000,1075.815351
157.469401,1000,1086.867554
151.963005,1000,1098.01354
132.252456,1000,1122.605129
171.064985,1000,1134.014354
152.836426,1000,1145.382535
124.27029,1000,1156.457765
173.327857,1000,1167.840794
152.738065,1000,1179.040568
131.007629,1000,1190.097765
170.872821,1000,1201.248358
179.055341,1000,1212.340457
290.680546,955,1223.219565
189.827848,1000,1234.512357
147.88932,1000,1245.559774
233.838204,337,1247.184824
287.383897,911,1257.825528
64.910785,219,1258.844766
237.33669,285,1260.28412
289.539261,441,1268.59782
297.628478,595,1271.550285
250.254919,312,1279.21778
258.932147,292,1280.636986
285.499215,331,1282.286358
263.586848,329,1290.363759
136.564908,1000,1301.530117
299.028735,249,1302.780334
287.407231,276,1304.094924
264.202997,275,1305.433773
271.181772,308,1313.112391
230.656305,318,1314.683856
277.297666,262,1315.965857
279.649525,289,1323.603585
211.587688,858,1327.777305
262.172913,259,1335.195158
267.335264,297,1336.673396
283.440335,230,1337.79337
276.009888,261,1339.054752
284.47884,286,1347.090775
264.320776,285,1348.512665
262.635243,302,1350.01738
237.815852,247,1357.75793
299.469464,249,1358.956818
264.997669,278,1360.317018
237.706832,255,1361.555885
282.229808,288,1369.104703
50.931955,206,1370.092514
265.150083,354,1371.876983
224.990342,573,1380.884126
283.966895,308,1382.424672
310.784877,340,1384.115521
265.243,375,1402.748282
264.158334,301,1404.173533
240.715784,286,1406.07337
