#{"t_start": 1784708786.6030405, "env_id": "LunarLander-v3"}
r,l,t
-101.526744,140,122.81553
-41.311088,141,123.532077
-48.839166,148,130.625537
-58.241332,132,131.349805
-5.759788,123,132.000417
-191.39286,113,132.554764
-99.481052,106,133.115893
-101.978639,80,133.512532
-108.365484,110,134.057805
6.369303,128,134.664128
-95.107916,93,135.123723
-52.309702,119,135.731398
-49.316962,114,142.010535
-54.090421,113,142.438608
-14.333293,132,142.851975
-39.220968,122,143.203882
-60.99771,121,143.575806
-64.933165,123,143.967957
-16.905367,134,144.373958
-90.607128,94,144.699508
-55.47543,114,147.71028
-97.740524,130,148.157061
-17.8204,82,148.437567
-43.124803,138,148.913002
-64.552463,112,149.345871
-139.832501,141,149.780603
-16.697637,169,150.311432
-101.36328,119,150.681868
-40.407849,122,153.516831
82.814951,1000,163.550228
-3.426442,121,164.172837
-7.927402,154,164.986895
45.167264,144,165.705621
-15.760189,123,166.36901
-21.035597,134,167.065841
-10.979124,138,167.786358
-21.692545,139,168.499177
2.913036,120,175.753778
30.65024,121,176.410573
-26.911946,155,177.242012
-10.428761,130,177.968648
-36.197762,115,178.578683
19.273791,106,179.153993
18.892595,148,179.930118
-23.192697,105,180.495012
-43.228711,95,187.520171
34.157516,153,188.369466
24.837273,164,189.215678
-24.160565,135,189.893701
-23.493995,141,190.681511
-15.028775,140,191.381867
8.163103,162,192.201476
-5.435258,172,199.593051
88.859852,1000,207.370271
-216.860862,173,207.866609
46.875419,177,208.451259
34.577628,169,209.023665
-14.237158,147,209.461523
-59.446441,141,209.882328
-7.634946,140,210.31199
-38.170444,163,213.247379
0.325389,147,213.650883
15.955972,155,214.053904
47.029393,131,214.488687
85.84271,1000,219.773607
111.087189,1000,225.638592
7.625135,166,226.088854
115.018368,1000,231.63021
62.046257,1000,249.827941
129.551394,1000,255.559971
115.586214,1000,261.104265
28.34648,220,261.727417
30.118998,234,262.403226
97.193554,1000,269.957212
115.50495,1000,281.269313
5.187511,168,288.241886
82.724559,1000,299.497013
25.32847,291,300.95623
-120.740258,406,302.984487
89.036857,1000,314.132486
108.769972,1000,325.5122
78.758668,1000,336.76611
96.48819,1000,347.837317
99.079383,1000,358.994763
112.660329,1000,370.112653
66.941995,1000,381.297531
117.155073,1000,392.701763
122.8901,1000,403.902992
127.196798,1000,415.134809
-32.213473,201,416.132002
175.581138,1000,427.271572
40.951153,288,428.694884
135.862262,1000,439.867664
41.832253,186,447.021688
-0.367962,269,448.361364
3.54909,224,449.675444
91.581047,1000,460.81842
11.638398,253,462.065311
115.363213,1000,473.296459
121.590568,1000,484.524522
-9.695645,299,492.151472
145.770552,1000,503.312493
156.337927,1000,536.693698
127.018027,1000,547.87218
138.870003,1000,559.035325
117.536758,1000,564.075053
127.636678,1000,575.244298
-28.928284,257,582.685689
39.705018,229,583.842823
-17.029811,287,585.258062
150.223442,1000,596.651859
141.032094,1000,607.735582
10.650518,300,609.241554
135.704235,1000,620.308149
125.442754,1000,631.642735
174.019672,1000,642.751246
-102.393495,386,650.840979
150.811668,1000,662.278381
203.139269,630,665.384614
127.511397,1000,676.456999
161.463695,1000,687.65464
129.694662,1000,698.780107
94.590338,1000,709.866668
133.554771,1000,721.444847
160.653937,1000,733.321491
138.111078,1000,744.494788
132.636623,1000,755.618431
150.651155,1000,766.700926
145.143875,1000,777.86371
165.980079,1000,789.215721
176.143108,1000,800.330338
160.853671,1000,828.043276
150.69617,1000,839.224854
137.475308,1000,850.476487
116.161348,1000,861.575284
143.238258,1000,872.614734
172.267074,1000,883.650745
159.709602,1000,894.736964
32.88361,281,896.097518
120.125908,1000,907.158381
56.752102,278,908.512957
269.571478,960,919.616013
143.141448,1000,930.794876
56.830671,233,938.114433
157.228811,1000,949.237454
145.18088,1000,960.383729
173.92837,1000,971.496478
130.251336,1000,976.627823
171.250694,1000,987.772852
124.965448,1000,998.846238
154.337842,1000,1009.889105
147.965695,1000,1021.138383
23.334511,271,1028.61111
128.817072,1000,1039.893709
167.417064,1000,1051.006187
189.64343,1000,1062.102179
187.226784,1000,1073.191612
137.348172,1000,1084.279905
6.416325,273,1085.606869
35.800455,246,1086.786557
158.636453,1000,1097.949765
170.228443,1000,1122.512103
115.185854,1000,1133.930274
180.878152,1000,1145.278885
114.475135,1000,1156.377876
137.269263,1000,1167.75685
175.89648,1000,1178.960484
154.961683,1000,1190.013518
188.151449,1000,1201.162229
253.552794,873,1211.634537
122.483152,1000,1222.673657
232.656085,902,1233.564053
171.437633,1000,1244.586413
131.603152,1000,1249.473011
305.313482,528,1258.225115
243.496472,412,1260.244877
279.167301,529,1269.003337
277.892745,423,1271.093495
285.584126,342,1278.904469
270.612022,308,1280.391786
253.082672,276,1281.79881
245.6283,319,1289.723184
250.308833,422,1291.944306
261.854737,281,1293.354895
245.201468,248,1294.557094
58.749821,217,1301.814937
287.915251,288,1303.235891
254.259119,263,1304.493129
249.155115,331,1312.318315
266.088552,368,1314.100348
247.884804,287,1315.485783
317.806291,289,1316.922642
231.878356,251,1324.358007
232.716395,280,1325.712442
46.413014,218,1326.775718
247.421833,357,1334.676906
248.636859,272,1336.031992
295.839198,276,1337.37131
280.637438,311,1338.891891
253.74343,296,1346.980694
289.455148,275,1348.335856
293.889565,297,1349.75745
259.495688,285,1357.742501
265.603261,270,1359.066326
280.39615,271,1360.365878
265.793515,286,1361.770879
242.640188,320,1369.457886
257.151073,255,1370.695513
298.456416,344,1372.443552
297.664101,289,1380.066114
269.248488,302,1381.563
236.685642,275,1382.905731
226.728172,450,1391.288003
267.316073,327,1403.497831
