#{"t_start": 1784708786.6030405, "env_id": "LunarLander-v3"}
r,l,t
121.798148,1000,417.157889
145.400558,1000,428.286806
-8.844385,264,435.793577
131.451029,1000,446.974079
114.223771,1000,458.285712
119.260667,1000,469.43224
111.71424,1000,480.705066
127.625701,1000,491.85819
139.003577,1000,503.017189
142.888448,1000,530.085721
-2.498869,228,537.530274
151.28935,1000,548.707578
141.919054,1000,559.869224
-7.303677,269,561.24172
117.846827,1000,572.459579
118.324118,1000,583.591448
152.226245,1000,594.995767
116.82368,1000,606.101584
119.935324,1000,617.23046
120.272072,1000,628.422181
101.442467,1000,639.580105
-30.804852,388,641.561867
190.489555,1000,652.760058
145.295997,1000,664.112558
150.670457,1000,675.195382
157.431803,1000,686.384426
6.704942,211,687.389891
123.444079,1000,698.525944
23.194469,309,706.18744
121.530551,1000,717.442357
147.003713,1000,722.878118
127.053027,1000,734.605439
137.078648,1000,745.768557
179.088855,1000,756.886163
125.385623,1000,767.930166
174.534871,1000,779.125928
135.447228,1000,790.457096
131.349643,1000,801.630994
160.330574,1000,829.280577
-15.535248,322,837.132657
103.606578,1000,848.423018
101.450073,1000,859.457212
180.750935,1000,870.531981
1.510321,326,872.173787
156.916481,1000,883.191883
169.17457,1000,894.275627
168.563816,1000,905.345677
144.201794,1000,916.63729
158.122754,1000,927.760374
180.444799,1000,938.927089
182.270825,1000,949.995236
145.639211,1000,961.196598
177.588544,1000,972.273033
126.185785,1000,983.60372
160.1426,1000,994.731896
159.003152,1000,1005.766974
133.868157,1000,1016.937815
153.138494,1000,1028.053982
117.22739,1000,1039.358672
156.045821,1000,1044.29026
140.965478,1000,1055.403011
163.862464,1000,1066.443115
150.511996,1000,1077.550021
175.035022,1000,1088.631618
129.582589,1000,1113.201357
156.987854,1000,1124.334974
160.268732,1000,1135.758636
127.037557,1000,1147.109298
157.236481,1000,1158.220335
142.576034,1000,1169.56633
165.940627,1000,1180.783051
174.213673,1000,1191.874364
127.062909,1000,1203.004963
256.80803,411,1211.126429
39.500456,228,1212.280148
38.936827,235,1213.402984
161.598393,1000,1224.562063
180.3497,1000,1235.793368
280.069665,307,1237.322976
163.678719,1000,1248.394794
266.072636,255,1255.781363
270.074005,383,1257.667006
169.955919,1000,1268.683928
249.106691,277,1270.07844
291.962966,364,1271.858025
293.114229,414,1280.03015
244.386409,321,1281.623781
127.684074,1000,1293.08153
291.991134,295,1294.533057
301.142909,353,1302.457313
281.228654,350,1304.142552
295.78581,385,1312.24017
266.060474,256,1313.43897
260.044919,305,1314.939675
249.1598,303,1316.432418
270.994302,277,1324.014971
255.980623,329,1325.593268
279.247842,445,1327.777305
273.273272,274,1335.273675
267.261588,252,1336.548024
272.925747,268,1337.823632
270.267046,314,1339.353506
29.991743,253,1347.229965
290.419042,217,1348.308359
245.171951,273,1349.631393
269.072223,289,1351.122526
251.941952,265,1358.901562
294.134404,367,1360.657012
235.470531,265,1361.986167
240.999248,261,1369.401212
238.173865,246,1370.590514
263.97054,260,1371.919505
301.155963,214,1372.994735
267.624908,356,1380.907134
249.496516,260,1382.225023
15.761435,225,1383.314123
247.426433,313,1384.83153
142.8543,1000,1407.21164
