#{"t_start": 1784708786.6030405, "env_id": "LunarLander-v3"}
r,l,t
-214.625517,143,106.848454
-50.795308,193,107.844011
-62.698678,105,108.379365
-52.511091,115,108.945282
-67.110677,147,109.671114
-76.328861,134,110.415097
-100.436847,87,111.043101
-55.121746,118,111.667658
-74.114789,137,118.788597
-45.422051,105,119.329402
-45.481367,75,119.699867
-207.702969,118,120.312306
-83.891026,86,121.236232
-58.552439,142,122.023016
-66.907677,121,122.630708
-30.055024,111,123.185161
-79.106387,72,123.549855
-99.614382,116,124.17624
-63.949416,87,130.968306
-14.249442,145,131.700923
-52.617933,90,132.18537
-53.272597,91,132.63905
-100.289825,146,133.413725
-91.105802,132,134.052481
-87.40296,78,134.430049
-45.050635,114,134.992508
-15.549922,77,135.3882
-96.923152,124,141.734107
-76.592938,73,142.070216
-14.719308,111,142.472609
12.87725,117,142.83578
6.402702,129,143.206906
-45.723317,105,143.5363
-14.038151,134,143.950189
-25.925915,109,144.297912
-19.361618,94,144.602744
-26.748615,99,144.928364
-38.396766,77,147.810573
-37.445064,110,148.200903
-121.266142,127,148.647261
-131.168187,129,149.11315
-50.265571,132,149.560155
4.699145,133,149.978826
-47.307762,115,150.335579
34.632199,93,150.625914
14.44467,103,150.928629
-11.573876,152,153.84782
-41.52101,1000,164.136294
-18.913904,156,164.952229
-23.597139,121,165.569354
-54.303342,117,166.169717
-22.288818,159,167.023687
-23.476085,112,167.613868
-17.401762,122,168.232112
-61.691243,133,175.521604
-58.166779,184,176.532588
-68.086243,124,177.210526
-58.490487,101,177.786764
21.789088,1000,189.619993
1.1481,171,190.524853
40.10753,189,191.486542
-1.800798,146,192.230225
134.392624,1000,203.865921
103.134098,1000,209.973522
-13.935053,117,210.32156
-100.700221,212,213.402592
-41.458834,149,213.784929
22.760592,122,214.131795
-5.098637,142,214.586482
-42.889097,142,215.049348
105.442325,1000,220.385831
2.003316,155,220.953901
45.615544,153,221.471325
26.59451,1000,227.004879
-18.304426,109,229.793049
89.799994,1000,235.502968
4.235624,178,236.140097
22.961723,194,236.718104
-0.804829,179,249.767614
28.891916,147,250.193456
59.159296,1000,255.944991
79.339202,1000,261.460393
113.724768,1000,268.218115
82.988502,1000,279.595305
70.462169,1000,290.771586
113.246268,1000,302.012924
91.107133,1000,313.181543
113.374031,1000,324.566921
48.514422,1000,335.803892
157.812918,1000,346.91299
96.570078,1000,358.057319
48.623408,1000,369.164162
-34.31841,238,370.30028
132.06725,1000,381.500342
83.952593,1000,392.912353
131.863221,1000,404.097238
140.282881,1000,415.344216
111.091385,1000,426.489524
130.459155,1000,437.675173
126.162879,1000,449.06016
127.425991,1000,460.18836
108.660381,1000,471.404306
35.310043,297,472.90201
119.260906,1000,484.123067
129.66821,1000,495.275206
-2.838239,251,496.482971
105.972264,1000,529.722377
119.200895,1000,541.059052
148.186906,1000,552.226061
140.712207,1000,563.418296
118.860527,1000,574.557172
91.623127,1000,585.742191
146.81359,1000,597.130762
118.798233,1000,608.244052
188.615118,1000,619.321787
63.21588,1000,630.616829
-7.100938,382,638.65696
139.615152,1000,649.796269
168.32164,1000,661.276112
116.82261,1000,672.301416
147.166817,1000,677.285797
125.122544,1000,688.467625
145.291031,1000,699.561182
151.39563,1000,710.689946
150.535357,1000,722.343628
147.353368,1000,734.13187
103.117764,1000,745.278754
163.343411,1000,756.39611
146.328625,1000,767.483944
123.2141,1000,778.66552
160.96368,1000,789.996931
163.390754,1000,801.132609
104.21023,1000,828.820395
156.522479,1000,840.008596
140.037724,1000,851.272856
165.94681,1000,862.366877
150.114555,1000,873.44082
157.271846,1000,884.45302
72.579739,322,886.020132
83.462854,1000,897.118798
171.101136,1000,908.177557
144.120089,1000,919.465424
147.037376,1000,930.647518
176.065516,1000,941.780354
27.550512,276,949.292943
174.762457,1000,960.437042
150.939247,1000,971.546932
159.282956,1000,976.672289
163.681257,1000,987.822029
154.412431,1000,998.904631
128.473896,1000,1009.930023
142.409741,1000,1021.18625
24.628608,241,1028.518575
159.690336,1000,1039.798952
174.981071,1000,1050.890069
171.047494,1000,1062.010495
164.861585,1000,1073.101504
148.810349,1000,1084.186253
163.206606,1000,1089.103484
173.091571,1000,1113.706962
154.213738,1000,1124.849635
136.801696,1000,1136.213177
144.721231,1000,1147.573376
157.574115,1000,1158.6805
142.265199,1000,1170.043051
173.741427,1000,1181.261557
165.101278,1000,1192.346316
155.424462,1000,1203.462256
228.220962,914,1214.107066
79.127072,262,1215.351051
149.760958,1000,1226.512384
244.71924,698,1236.260934
224.406972,392,1238.184655
267.074273,720,1247.906453
222.237183,409,1256.057715
246.342547,326,1257.658322
220.816774,643,1266.931767
275.510521,309,1268.430586
285.708438,288,1269.846882
239.465026,419,1278.075634
228.702677,363,1279.839321
258.704661,412,1281.894231
285.254933,264,1289.466114
235.961701,368,1291.54709
274.115213,338,1293.225245
270.889229,308,1300.86442
291.451381,434,1303.03702
265.815392,313,1304.545235
280.468796,309,1312.260761
272.611656,332,1313.878639
285.600301,352,1315.56876
286.421366,377,1323.660156
282.578889,286,1325.030849
247.631104,273,1326.360754
247.578208,229,1327.477186
223.924993,245,1334.844695
258.874249,290,1336.263505
264.579138,322,1337.830722
297.163281,292,1339.270772
296.494873,340,1347.566688
283.04264,336,1349.20714
302.771539,287,1350.676193
268.618244,264,1358.476155
283.901514,279,1359.845007
249.817735,276,1361.123733
295.002396,287,1362.558804
237.152416,486,1371.072827
46.55231,176,1371.9868
281.632095,295,1373.48548
298.489733,266,1380.938406
231.750654,257,1382.239877
239.601889,321,1383.791109
248.2663,276,1391.325476
281.932811,251,1403.193692
299.112699,342,1405.044481
268.078809,237,1406.518175
